  Verrucomicrobia Chlamydiae Aquificae Actinobacteria Chlorobi Lobosea Euglenozoa Cyanobacteria ssDNA candidate Viridiplantae Mycetozoa Dictyoglomi Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental Fusobacteria Entamoebidae Crenarchaeota Alveolata Korarchaeota Jakobidae Bacteroidetes Rhizaria Parabasalidea Metazoa Thermotogae Fibrobacteres Euryarchaeota
744 5260 5626 102 53 4885 27 510 1835 408 3127 400 0 1 4 1081 1 3551 1633 17 0 13 1 532 59 1 1057 1 15813 0 128 21 277 1514 1050 69 66 574 1 
745 5345 5594 116 51 4895 24 507 1800 360 3035 371 4 3 3 1095 7 3452 1636 13 0 15 1 542 60 2 1078 1 15839 0 122 17 283 1515 1121 101 62 610 1 
746 5309 5612 109 58 4903 31 498 1770 394 2951 375 3 1 4 1092 8 3433 1667 24 1 10 1 562 64 0 1052 0 16018 0 128 14 269 1485 1046 98 66 597 0 
747 5206 5639 111 59 4931 36 511 1795 411 3058 398 2 3 5 1109 6 3459 1632 14 0 15 3 499 62 0 1062 0 15914 0 109 15 285 1484 1092 96 59 612 0 
748 5233 5515 117 59 4885 32 515 1812 399 3038 360 4 2 4 1077 4 3477 1613 21 0 15 2 547 62 0 1045 0 16053 0 133 15 262 1541 1078 102 50 600 1 
749 5177 5554 103 65 4840 28 514 1850 417 3099 393 7 4 4 1073 4 3454 1672 19 1 17 4 512 60 1 1008 0 15978 0 138 11 287 1539 1111 92 50 604 0 
750 5153 5683 115 57 4878 29 496 1765 420 3101 389 2 2 4 1081 5 3530 1621 13 0 11 1 542 59 0 1056 0 15936 1 117 20 279 1560 1076 102 55 570 1 
751 5272 5564 101 50 4960 31 515 1849 407 3093 354 6 3 3 1107 4 3458 1638 12 0 19 0 514 64 0 1029 1 15860 0 127 18 313 1462 1102 91 56 612 0 
752 5279 5574 108 53 4918 41 557 1791 378 3082 374 6 3 5 1124 8 3553 1558 18 0 8 1 499 67 1 1040 0 15899 1 124 12 283 1471 1105 76 66 623 0 
753 5261 5615 108 50 4871 30 519 1828 426 2998 399 4 2 2 1150 7 3432 1589 13 0 13 1 537 66 0 1045 0 15993 1 112 18 272 1515 1020 94 65 627 0 
754 5261 5589 114 54 4932 33 523 1800 393 3082 381 4 5 2 1135 3 3510 1668 14 0 13 1 519 62 1 1073 1 15815 0 107 17 267 1489 1062 101 62 578 0 
755 5237 5590 116 51 4880 29 532 1766 400 3052 394 3 3 5 1082 5 3369 1667 17 1 11 1 541 60 1 1015 0 16115 0 128 14 289 1543 1034 94 54 598 0 
756 5296 5634 101 69 4784 20 525 1830 407 3080 366 3 4 8 1118 4 3488 1608 16 0 11 3 494 66 1 1065 0 15874 1 122 17 267 1534 1085 101 70 587 1 
757 5231 5556 114 48 4889 31 511 1840 393 3036 357 2 5 1 1118 4 3462 1593 20 0 15 4 519 66 0 1045 0 16036 1 127 19 290 1501 1137 93 59 568 0 
758 5301 5690 100 56 4984 23 546 1880 422 2990 376 5 6 1 1066 3 3330 1653 12 2 15 2 525 68 0 1011 0 15890 0 131 14 285 1461 1099 94 73 586 0 
759 5321 5466 108 50 4875 29 484 1790 400 3048 405 5 3 2 1087 5 3432 1681 16 0 9 1 561 59 1 995 0 16067 0 117 19 279 1490 1144 88 68 591 1 
760 5311 5701 106 53 4907 37 509 1803 407 2979 399 4 4 7 1090 6 3392 1571 22 0 12 3 555 58 1 1091 1 15962 0 115 15 263 1437 1110 90 64 580 1 
761 5290 5670 115 64 4937 32 533 1806 432 2995 372 1 3 3 1087 7 3424 1584 19 0 7 1 559 73 0 1069 0 15867 0 140 13 298 1504 1051 104 58 587 0 
762 5388 5582 102 56 4960 33 533 1832 442 3008 372 3 2 4 1112 4 3428 1661 16 1 15 1 499 66 0 1084 0 15768 0 110 18 304 1479 1060 85 73 574 1 
763 5191 5695 117 49 4896 30 519 1859 393 3021 371 9 2 3 1098 6 3438 1609 20 0 12 1 522 55 1 1012 1 15995 1 115 8 276 1544 1096 101 61 578 0 
764 5208 5543 101 66 4858 25 498 1818 401 3044 361 3 0 5 1123 4 3522 1597 16 1 15 2 571 76 1 1096 1 16100 0 124 10 281 1496 1016 98 65 541 1 
765 5237 5630 85 52 4876 28 489 1785 406 3041 413 4 4 4 1098 7 3441 1668 20 0 12 1 516 56 0 1054 0 15992 0 120 14 281 1517 1100 109 61 561 0 
766 5258 5580 98 60 4923 27 442 1845 424 3023 385 5 1 3 1108 7 3479 1638 20 1 17 2 511 56 1 1017 1 16045 1 110 17 282 1482 1054 95 65 585 0 
767 5230 5638 100 51 4936 31 504 1745 441 3048 355 5 2 2 1107 7 3394 1656 15 0 13 5 559 75 3 1017 1 15994 0 121 13 286 1532 1028 88 54 639 0 
768 5343 5663 100 55 4856 33 543 1769 406 2996 347 5 4 3 1049 7 3394 1630 15 1 13 0 539 71 1 1065 0 16000 0 125 19 302 1482 1041 94 76 620 0 
769 5294 5643 112 62 4814 38 536 1771 402 3096 367 2 1 6 1112 9 3442 1643 17 1 10 1 534 65 1 1041 0 15988 0 113 15 276 1420 1105 96 59 602 0 
770 5260 5575 101 59 4924 38 526 1727 409 3070 371 4 0 4 1044 4 3474 1635 15 0 12 2 538 55 0 1080 0 15945 0 130 20 265 1529 1077 87 68 597 0 
771 5202 5687 96 53 4857 38 524 1818 413 3017 357 1 3 4 1073 6 3498 1721 16 1 11 2 541 52 2 999 1 15884 0 136 17 282 1530 1089 103 63 616 0 
772 5264 5597 103 58 5004 34 473 1825 440 3109 359 2 3 1 1124 7 3404 1625 15 0 5 4 510 78 0 1050 0 15783 0 116 21 261 1570 1085 90 63 585 0 
773 5242 5697 98 53 4835 31 544 1778 414 3127 379 2 2 3 1080 13 3419 1650 27 0 15 2 538 62 0 1089 0 15873 0 128 13 275 1503 1041 97 68 610 0 
774 5114 5678 111 54 4895 32 514 1839 435 3090 342 5 1 2 1123 8 3412 1634 13 0 9 1 566 67 1 1049 0 15991 0 112 16 281 1523 1065 82 67 568 0 
775 5233 5682 103 57 4871 32 520 1818 391 3099 381 7 0 2 1091 7 3425 1596 15 0 8 0 529 74 1 1070 1 15945 0 123 10 293 1508 1051 88 65 578 0 
776 5281 5553 105 66 4900 32 538 1777 438 3070 386 5 4 3 1097 3 3389 1616 12 1 13 3 547 71 1 1092 0 15967 0 104 20 279 1515 1072 90 64 592 0 
777 5235 5647 94 43 4906 29 526 1770 375 3069 390 0 2 3 1111 4 3466 1591 11 0 10 2 544 74 1 1046 0 16042 0 121 14 286 1532 1064 74 61 540 0 
778 5190 5522 121 57 4916 25 541 1771 407 3048 349 4 4 0 1090 5 3459 1656 17 1 17 2 550 73 1 1056 1 16028 0 125 16 275 1506 1090 87 61 591 0 
779 5199 5586 93 54 4960 45 521 1804 375 3070 361 5 0 3 1092 8 3473 1647 17 1 12 1 501 56 1 1006 1 15984 0 127 19 296 1542 1066 78 73 624 0 
780 5289 5624 125 69 4759 31 544 1832 394 2907 357 3 3 3 1118 4 3435 1641 19 0 15 1 533 62 1 1042 1 16062 0 113 17 295 1564 1060 102 63 605 0 
781 5175 5708 92 45 4916 27 562 1768 403 3081 395 2 2 4 1075 5 3456 1616 15 0 12 2 526 74 2 1006 0 15972 0 118 12 303 1489 1089 74 64 604 0 
782 5209 5633 106 68 4882 28 523 1899 390 3073 348 5 3 4 1107 6 3418 1614 18 1 7 1 547 59 0 1070 0 15956 0 111 14 301 1463 1078 93 65 602 0 
783 5151 5625 110 57 4768 30 499 1864 432 3090 357 5 1 2 1100 5 3406 1624 21 1 12 3 512 59 0 973 1 16222 0 112 14 299 1571 1076 91 57 555 1 
784 5211 5605 102 60 4836 19 543 1908 422 3061 365 4 1 3 1116 6 3473 1608 18 1 12 1 509 69 0 1060 0 15902 0 137 16 282 1548 1042 94 75 577 0 
785 5348 5461 113 54 4956 29 489 1770 418 3059 380 4 2 3 1087 5 3429 1679 14 0 16 2 537 77 0 1087 0 15930 0 120 18 265 1521 1054 82 67 615 0 
786 5284 5569 106 45 4939 30 547 1798 412 3055 375 6 2 2 1000 3 3517 1632 20 1 14 2 531 76 1 1039 0 15786 0 121 15 273 1579 1071 94 61 640 1 
787 5275 5621 112 52 4876 24 509 1795 431 3040 379 3 1 3 1109 7 3351 1576 14 0 9 2 505 54 0 1079 0 16101 0 105 20 291 1543 1070 102 59 580 0 
788 5213 5600 94 54 4875 24 537 1835 407 3044 373 5 2 3 1109 5 3353 1646 14 1 11 3 505 49 0 1049 0 16092 0 116 18 281 1517 1067 96 65 614 1 
789 5205 5577 114 59 4933 31 559 1749 388 3019 379 3 1 5 1128 8 3439 1688 24 0 12 0 541 62 1 1020 0 15969 0 103 10 298 1530 1080 99 80 569 0 
790 5249 5523 110 59 4921 28 504 1859 383 3032 390 0 4 4 1064 7 3426 1608 20 0 14 4 506 66 0 997 0 16053 0 117 15 306 1564 1092 90 71 590 0 
791 5178 5656 122 56 4986 28 513 1753 397 3091 359 3 2 5 1054 4 3383 1681 16 0 9 3 541 68 0 1045 1 15954 1 115 11 316 1535 1033 97 70 599 0 
792 5257 5574 104 40 4911 35 523 1807 384 3075 368 2 5 2 1116 7 3456 1614 20 0 10 3 515 65 1 1081 1 15992 0 116 15 261 1545 1033 104 62 583 0 
793 5264 5512 108 47 4927 26 523 1788 405 3128 378 4 3 5 1071 5 3402 1648 20 0 16 1 535 60 0 1014 1 16100 0 117 18 263 1479 1100 81 57 591 0 
794 5284 5643 102 53 4997 23 552 1832 424 3033 360 2 0 3 1044 14 3357 1623 12 1 12 1 551 61 1 1001 0 15864 0 130 9 263 1545 1082 96 68 626 0 
795 5336 5657 108 57 4814 38 545 1815 419 3022 374 3 1 3 1078 7 3334 1630 12 1 15 1 486 63 1 1094 0 15957 0 124 13 293 1548 1105 85 60 589 0 
796 5272 5688 103 53 4880 35 509 1710 431 3035 364 1 2 5 1061 5 3508 1662 17 0 12 3 507 59 2 1008 1 15890 0 143 17 310 1554 1088 88 53 571 1 
797 5084 5576 114 61 4906 35 499 1831 436 3111 372 4 0 5 1120 6 3445 1605 16 0 17 1 551 50 2 1082 0 15874 1 127 14 276 1582 1103 95 66 593 0 
798 5277 5630 103 61 4933 28 501 1793 423 3017 375 4 1 4 1093 5 3440 1626 17 1 9 2 548 63 2 1073 1 15818 0 108 13 298 1499 1122 85 67 633 0 
799 5203 5788 112 57 4910 31 492 1807 419 3056 391 3 5 3 1139 5 3473 1593 17 0 4 0 531 66 0 1026 1 15849 0 123 14 301 1451 1061 92 69 598 1 
800 5208 5512 102 57 4952 26 534 1804 419 3043 351 5 3 5 1107 8 3481 1687 19 1 10 1 496 62 1 1054 1 15954 0 121 18 274 1530 1069 89 62 589 0 
801 5312 5581 95 53 4896 30 512 1744 413 3106 363 1 2 2 1092 4 3425 1644 21 1 4 0 531 56 1 1024 0 16044 0 128 14 271 1547 1062 83 55 562 0 
802 5250 5524 101 54 4920 31 518 1841 426 3022 377 3 3 4 1093 1 3481 1631 16 0 13 1 504 67 0 1086 0 15971 0 120 11 304 1491 1056 90 83 569 0 
803 5251 5564 102 55 4929 32 531 1783 384 3113 386 1 0 4 1105 3 3572 1596 16 1 9 1 534 71 0 1012 0 15840 0 138 15 289 1562 1061 91 54 572 0 
804 5345 5517 109 47 4800 24 551 1836 415 2998 380 2 4 2 1164 6 3446 1742 19 0 16 2 532 60 0 993 0 15848 0 130 18 307 1505 1105 97 61 593 0 
805 5158 5661 112 52 4925 26 510 1808 437 2988 392 4 3 3 1092 9 3434 1626 13 0 11 1 518 65 0 1024 0 16073 1 132 18 267 1542 1075 83 54 583 0 
806 5163 5587 98 58 4995 31 543 1755 387 3041 382 2 2 3 1098 6 3445 1595 16 0 9 2 521 75 1 1030 0 16026 0 134 19 291 1523 1087 97 63 600 0 
807 5266 5547 109 39 4881 39 526 1839 398 2921 367 6 2 3 1096 3 3521 1592 15 1 13 2 579 55 0 1077 0 15900 0 127 18 284 1571 1104 97 61 602 0 
808 5209 5569 104 53 4906 37 506 1793 435 2990 389 2 3 2 1108 6 3484 1648 21 0 16 3 505 48 1 1065 1 15970 0 142 21 283 1566 1057 102 66 579 0 
809 5193 5567 105 51 4842 30 517 1789 410 2967 386 4 2 6 1129 5 3529 1691 21 0 11 2 525 63 0 1097 0 15989 0 136 15 293 1515 1082 69 58 580 0 
810 5345 5528 111 53 4860 28 522 1816 402 3042 397 5 4 5 1057 9 3445 1641 15 0 14 1 566 55 1 1116 0 15930 0 111 19 293 1484 1069 99 50 596 0 
811 5250 5562 126 56 4982 39 500 1912 410 3045 390 4 3 4 1127 7 3357 1610 20 1 12 1 505 66 2 1062 0 15833 0 141 17 288 1556 1098 91 66 566 0 
812 5275 5581 98 62 4853 31 501 1759 416 2930 383 3 0 3 1063 7 3484 1654 18 2 11 0 563 64 1 1032 0 16073 1 112 17 299 1522 1052 99 64 651 0 
813 5223 5569 111 52 4843 46 489 1781 422 3162 383 4 4 5 1106 4 3455 1679 17 0 9 2 535 60 1 1068 0 15939 0 115 19 279 1525 1087 78 57 564 0 
814 5250 5652 108 56 4936 33 529 1802 414 3096 370 1 2 2 1110 7 3457 1649 24 0 15 1 515 72 0 1031 1 15815 0 126 14 252 1525 1068 89 56 602 1 
815 5319 5509 102 60 4945 39 500 1823 390 3078 349 4 3 7 1047 1 3473 1619 10 0 9 2 548 55 0 1065 0 15963 0 116 12 271 1522 1063 92 74 603 0 
816 5224 5706 119 60 4940 35 463 1807 425 3031 392 7 2 3 1097 9 3449 1597 21 0 9 1 520 70 2 1021 1 15800 0 121 20 302 1559 1104 84 67 612 0 
817 5254 5697 107 51 4839 33 509 1816 394 3120 359 4 2 3 1122 2 3353 1631 19 1 12 2 557 63 0 1033 0 15940 1 111 22 254 1523 1076 94 71 609 0 
818 5295 5539 112 58 4847 25 535 1751 384 3142 406 2 2 1 1096 6 3393 1669 12 1 18 1 522 59 1 1051 0 15995 1 138 16 303 1499 1073 99 52 570 0 
819 5266 5667 105 52 4863 35 539 1761 388 3082 387 2 2 4 1091 7 3499 1671 17 0 12 3 499 89 1 1047 0 15867 0 119 22 286 1516 1067 99 60 545 1 
820 5238 5582 123 62 4905 31 501 1818 407 3076 371 1 1 1 1123 6 3436 1616 25 0 15 1 539 61 1 1041 0 15994 0 108 14 289 1528 1048 98 64 574 0 
821 5294 5557 105 52 4923 27 522 1823 425 3032 357 4 2 5 1059 8 3434 1613 16 0 14 3 534 63 1 1089 0 15987 0 129 15 287 1506 1070 81 59 608 1 
822 5226 5534 105 57 4817 23 535 1836 403 3039 382 3 0 2 1106 6 3374 1619 21 1 14 0 543 72 1 1047 0 16123 0 125 14 294 1542 1091 82 65 593 1 
823 5236 5690 107 53 4899 29 480 1833 404 2955 368 3 2 6 1085 4 3410 1609 14 0 14 1 549 71 1 1071 0 15994 1 116 24 308 1556 1063 78 74 563 0 
824 5253 5557 108 50 4928 30 526 1794 392 3070 377 1 4 5 1091 6 3409 1661 13 1 11 1 555 60 1 1037 0 15939 0 118 14 284 1561 1083 65 68 619 0 
825 5212 5494 104 48 4910 31 522 1822 382 3057 364 4 4 4 1091 4 3430 1633 19 0 9 2 545 69 1 1030 0 16123 0 133 10 279 1526 1063 82 71 604 1 
826 5257 5626 111 51 4841 26 498 1760 393 3044 381 7 0 2 1145 6 3487 1667 17 0 17 1 548 70 0 1063 0 15914 1 119 14 264 1546 1077 85 52 592 0 
827 5149 5668 129 62 4877 33 564 1792 439 3086 334 2 1 6 1084 4 3440 1683 16 0 16 2 548 62 0 1073 0 15913 0 111 20 305 1500 1009 111 64 557 0 
828 5205 5603 110 50 4951 32 550 1813 428 3089 364 7 4 4 1111 6 3396 1615 20 0 11 1 518 66 0 1023 0 15914 0 129 17 286 1568 1067 95 49 588 0 
829 5219 5537 102 47 4874 31 521 1830 416 3075 381 6 3 4 1089 7 3445 1641 24 0 10 2 557 66 1 1048 0 15996 0 144 18 284 1459 1098 92 58 577 1 
830 5247 5615 103 65 4897 31 541 1849 415 3061 368 4 4 0 1068 7 3438 1674 17 1 11 3 488 69 1 1029 1 15891 0 97 23 295 1507 1089 71 63 601 0 
831 5249 5636 124 57 5004 39 477 1818 405 2977 399 4 2 3 1090 6 3430 1686 16 0 13 4 549 66 1 1072 0 15942 1 116 20 256 1484 1045 91 55 555 0 
832 5282 5575 110 53 4892 34 523 1751 419 3013 354 8 3 4 1093 6 3512 1640 11 0 14 1 535 78 0 1012 0 15910 0 117 20 293 1544 1098 81 59 655 1 
833 5267 5614 103 60 4786 35 514 1828 402 3064 391 3 3 3 1146 5 3479 1638 21 1 15 1 537 67 0 1090 1 15856 1 126 18 300 1514 1047 99 60 572 1 
834 5241 5638 116 45 4960 24 512 1805 418 3004 385 4 7 4 1093 7 3404 1637 18 1 16 1 522 64 1 1058 0 15978 0 119 18 272 1516 1061 102 70 570 0 
835 5279 5504 106 58 4881 38 488 1857 419 3051 387 5 3 2 1111 3 3401 1658 16 0 11 2 520 71 0 1021 0 15995 0 133 21 291 1532 1073 96 73 587 0 
836 5223 5567 93 59 4925 38 492 1779 400 3081 391 4 2 5 1105 4 3533 1608 25 0 11 1 520 61 0 1068 0 15890 0 118 16 286 1591 1038 97 65 600 1 
837 5198 5603 121 67 4991 30 483 1850 411 3111 374 3 5 3 1082 4 3455 1619 21 0 16 2 512 59 1 986 0 15859 0 131 15 293 1551 1093 87 69 579 0 
838 5303 5593 119 41 4897 45 518 1800 395 3076 399 3 1 5 1069 5 3387 1622 19 1 15 2 549 58 1 1043 1 15957 0 110 14 252 1549 1082 93 66 588 0 
839 5236 5676 113 58 4994 25 518 1739 413 3057 390 3 2 2 1064 3 3380 1582 23 0 20 1 583 66 1 981 0 15951 0 122 19 300 1476 1128 92 70 585 0 
840 5193 5621 96 51 4898 33 508 1849 424 3044 385 5 5 2 1102 3 3463 1674 13 1 17 1 535 65 0 1074 0 15929 0 114 15 264 1479 1085 103 60 580 0 
841 5321 5678 116 59 4865 24 506 1849 413 3031 392 4 2 4 1119 4 3413 1581 18 0 10 1 531 64 0 1054 0 15854 0 128 16 284 1482 1088 91 69 617 0 
842 5317 5654 101 59 4970 31 538 1776 434 3036 368 5 2 4 1080 9 3404 1613 17 1 12 3 541 62 0 1028 1 15869 1 127 16 286 1474 1083 90 80 595 0 
843 5281 5606 95 69 4895 23 517 1832 424 3115 388 2 3 4 1055 11 3468 1607 12 2 10 0 507 71 0 1038 0 15867 0 120 16 268 1567 1082 91 60 570 0 
844 5231 5591 123 59 4974 25 525 1767 409 3074 401 4 3 3 1110 5 3412 1652 16 0 15 3 519 67 2 1036 1 15847 0 141 21 293 1542 1053 89 72 604 1 
845 5249 5629 111 54 4907 31 525 1792 411 3090 394 4 2 6 1113 7 3477 1607 19 1 10 2 532 64 0 1040 0 15927 0 138 15 277 1536 1028 98 50 556 0 
846 5174 5643 104 53 4881 39 559 1838 412 3028 376 3 3 6 1069 2 3485 1650 21 0 11 1 495 80 1 1092 0 15875 0 119 16 276 1494 1131 112 74 585 0 
847 5103 5538 111 43 4869 34 484 1738 421 3044 348 4 3 2 1085 6 3495 1639 16 0 13 1 517 67 0 1103 0 16229 1 137 19 268 1533 1073 101 66 580 1 
848 5325 5578 117 46 4901 34 507 1863 411 3077 399 2 1 2 1076 3 3258 1639 16 0 11 2 579 60 0 1106 1 15886 0 119 19 304 1545 1055 116 57 572 0 
849 5213 5484 112 52 5011 32 494 1896 423 3105 354 5 2 5 1103 7 3505 1662 18 0 12 1 485 67 2 1043 1 15915 0 126 18 291 1496 1065 87 61 560 0 
850 5179 5634 118 53 4915 28 497 1826 431 3071 368 3 2 7 1103 7 3437 1607 12 0 18 1 538 72 1 1024 0 15819 0 137 14 294 1596 1089 91 71 635 1 
851 5217 5687 109 58 4862 34 505 1826 404 2935 346 5 2 3 1093 10 3440 1668 18 0 12 1 545 73 0 1044 0 16024 0 118 15 272 1532 1045 99 50 631 0 
852 5263 5552 116 48 4928 35 495 1843 435 3069 393 2 3 6 1067 8 3426 1702 17 0 8 3 477 61 1 1037 0 15949 1 101 15 290 1536 1036 90 54 609 0 
853 5279 5685 88 56 4809 30 538 1831 421 3030 368 6 2 0 1057 4 3441 1663 11 0 17 1 526 66 0 1030 0 15969 0 111 19 285 1483 1105 99 60 587 0 
854 5207 5643 113 59 4896 24 531 1828 393 3143 358 1 2 1 1139 4 3357 1659 16 0 15 2 564 58 0 1021 0 15859 0 133 16 293 1539 1071 84 68 592 0 
855 5256 5462 97 56 4886 31 502 1836 419 3101 414 3 2 3 1147 6 3418 1619 12 0 9 0 531 64 1 1012 0 16013 1 113 17 276 1528 1056 93 56 613 0 
856 5257 5617 90 45 4797 31 512 1839 434 3026 398 1 3 3 1110 4 3448 1647 23 0 14 1 531 71 1 1064 1 15965 0 122 13 306 1513 1068 98 54 591 1 
857 5252 5542 102 70 4911 39 523 1763 414 3093 402 1 1 3 1087 6 3401 1662 18 1 13 4 522 52 0 1030 0 15977 0 124 21 296 1533 1068 92 64 564 1 
858 5236 5686 114 55 4914 33 549 1844 407 2909 365 6 4 3 1071 8 3443 1643 18 0 12 1 480 70 1 1075 1 16087 0 126 14 298 1449 1043 86 57 578 1 
859 5196 5547 121 61 4934 31 548 1783 391 3021 413 7 5 3 1067 6 3432 1694 20 0 10 4 535 72 1 1013 1 15895 0 122 15 298 1531 1165 71 73 585 0 
860 5164 5618 115 61 4841 36 514 1804 404 3126 405 2 1 3 1141 5 3437 1632 16 0 18 1 531 71 1 1050 0 15970 0 132 14 269 1494 1092 72 63 618 1 
861 5247 5599 114 49 4845 35 521 1798 407 3119 347 8 2 3 1088 7 3412 1601 22 0 10 0 522 66 1 1082 0 15977 0 114 16 307 1531 1126 97 58 550 0 
862 5308 5580 101 51 4850 28 502 1847 407 2972 382 2 2 6 1075 5 3410 1629 17 0 11 3 511 76 1 1013 0 16207 0 110 14 313 1499 1034 88 60 580 0 
863 5317 5661 122 67 4972 30 497 1797 428 2961 366 4 0 4 1069 4 3479 1599 25 1 17 3 519 60 0 1008 0 16010 0 108 16 264 1500 1068 91 56 541 0 
864 5152 5649 111 57 5019 40 545 1781 414 3070 372 3 3 2 1121 6 3546 1579 23 0 12 3 532 64 1 1035 1 15773 0 112 16 285 1553 1085 91 70 567 0 
865 5286 5602 93 63 4935 33 495 1822 415 3038 367 7 1 6 1045 9 3418 1670 17 0 5 2 534 61 2 1053 1 15970 0 106 17 291 1487 1093 87 68 576 0 
866 5227 5481 100 51 5087 38 512 1846 409 3065 381 4 2 7 1034 5 3401 1647 21 0 12 2 530 64 1 1130 0 15849 0 133 18 257 1530 1097 92 49 615 0 
867 5128 5541 94 49 4952 38 501 1823 427 3097 358 4 1 1 1044 4 3394 1634 10 0 11 1 543 77 1 1023 0 16097 0 112 16 313 1518 1080 98 59 641 0 
868 5183 5538 97 59 4750 23 501 1785 407 3066 333 5 0 5 1113 8 3492 1662 18 0 14 1 526 65 0 1066 1 16176 0 129 12 309 1517 1071 87 62 582 0 
869 5350 5610 105 56 4902 34 522 1843 421 3041 379 6 3 4 1128 5 3380 1629 22 1 7 1 570 68 1 1009 0 15801 1 131 21 310 1572 1044 90 53 563 1 
870 5243 5598 111 66 4976 39 549 1742 400 3050 389 4 1 5 1070 2 3483 1611 15 1 19 3 535 71 0 1041 0 15809 1 125 22 284 1602 1063 91 61 585 1 
871 5200 5485 126 47 5011 30 524 1847 408 3109 409 4 2 1 1076 5 3498 1659 13 0 12 3 546 77 0 1032 0 15731 0 132 19 297 1510 1070 98 75 608 0 
872 5246 5557 104 52 4971 25 518 1824 354 3099 388 1 4 4 1132 4 3375 1645 13 0 14 1 509 70 2 1031 0 15866 0 126 15 304 1540 1135 94 63 600 0 
873 5252 5585 108 41 4983 30 517 1824 383 3069 377 2 3 4 1122 4 3322 1596 13 1 11 2 526 67 1 1024 1 15935 0 117 17 317 1589 1060 105 73 589 0 
874 5230 5610 106 53 4868 37 529 1806 400 3041 396 2 5 5 1065 4 3461 1619 25 1 10 2 560 63 0 1010 0 15967 0 111 14 294 1564 1077 90 56 608 0 
875 5260 5618 99 63 5065 38 526 1731 429 3068 392 2 3 3 1077 7 3467 1606 16 0 12 2 514 60 0 1053 0 15752 0 136 15 289 1553 1099 97 63 582 0 
876 5216 5707 101 59 4996 34 491 1821 427 2882 378 4 2 1 1087 8 3419 1584 16 1 10 3 528 61 1 1036 1 16037 0 89 13 278 1560 1054 95 65 594 0 
877 5332 5632 102 45 4853 29 500 1808 395 3097 383 3 0 3 1081 7 3399 1683 20 0 13 0 533 66 0 1056 0 15909 0 113 18 280 1514 1040 84 55 608 1 
878 5227 5637 113 55 4950 31 500 1819 424 3036 363 4 1 3 1052 7 3488 1605 14 1 9 4 508 59 0 1026 1 15922 0 125 24 287 1511 1087 89 58 643 1 
879 5271 5572 121 55 4932 38 519 1805 382 3050 388 2 2 3 1175 9 3497 1612 16 2 10 3 532 71 0 1037 0 15829 0 131 15 288 1530 1066 93 64 541 1 
880 5219 5596 116 59 4912 38 525 1833 395 2953 393 6 1 6 1070 8 3531 1639 16 0 11 2 491 61 0 1004 0 15943 0 134 16 299 1510 1135 96 68 573 0 
881 5187 5608 106 61 4935 37 540 1797 413 3081 365 5 1 5 1054 2 3457 1627 15 0 21 3 571 62 1 1048 0 15882 0 113 18 276 1522 1139 94 73 578 0 
882 5291 5612 114 55 4983 38 527 1788 440 2967 368 3 1 3 1098 7 3448 1701 21 0 10 1 550 61 2 1028 0 15878 0 119 11 307 1430 1095 95 61 576 0 
883 5270 5600 103 63 4926 35 511 1839 404 3052 401 3 5 3 1076 4 3501 1641 13 2 8 2 505 63 1 1063 1 15809 0 124 16 263 1481 1126 84 76 597 0 
884 5366 5624 104 49 4997 30 488 1857 400 3028 375 5 1 4 1122 3 3413 1585 20 0 12 3 507 59 0 1049 0 15912 1 131 11 268 1474 1079 73 54 586 0 
885 5260 5713 106 58 4869 32 528 1749 411 3088 402 6 3 2 1124 4 3458 1570 22 0 7 3 498 66 0 1041 0 15842 0 117 11 266 1554 1107 94 64 588 1 
886 5278 5502 113 56 4982 38 552 1764 404 3047 413 3 4 4 1059 7 3518 1619 18 0 17 4 524 67 1 1057 1 15912 0 114 11 264 1513 1053 107 65 580 1 
887 5206 5720 110 63 4905 40 504 1874 387 3083 413 3 2 5 1110 5 3388 1612 16 0 10 2 535 64 1 1032 1 15895 1 140 21 283 1505 1053 81 62 571 0 
888 5213 5588 96 43 4811 33 543 1785 425 2971 387 2 1 5 1185 5 3477 1619 23 0 15 0 520 67 1 1055 0 16079 0 121 19 276 1498 1050 84 69 619 0 
889 5278 5679 102 54 4939 42 542 1758 416 2990 359 3 4 2 1093 3 3495 1703 17 1 11 2 541 69 1 1052 0 15758 0 142 14 281 1541 1048 92 56 610 0 
890 5229 5611 116 52 4867 29 527 1793 425 3070 398 3 0 3 1124 4 3375 1629 13 0 11 3 562 60 1 1021 1 15946 0 142 14 280 1518 1092 91 72 622 0 
891 5298 5656 96 54 4939 36 509 1815 416 3026 377 4 3 6 1110 10 3415 1606 16 1 12 2 542 71 1 1019 0 15905 0 122 18 281 1507 1069 94 63 576 0 
892 5162 5673 120 48 5013 33 523 1775 450 2988 353 4 2 4 1112 4 3430 1618 18 1 11 1 533 71 0 1082 0 15862 1 133 13 289 1470 1135 96 59 575 0 
893 5272 5601 101 64 4868 33 492 1780 387 3028 363 6 3 3 1092 3 3413 1595 19 0 10 1 534 52 0 1058 0 16049 0 145 16 283 1561 1098 97 60 599 0 
894 5279 5664 109 47 4867 28 528 1835 449 3072 371 2 1 5 1064 6 3435 1628 15 0 17 3 530 74 1 1071 0 15824 0 130 19 300 1509 1061 95 59 567 0 
